,Program,Project,Projectcode,Parentproject,StationName,StationCode,Datum,GeometryShape,SampleDate,CollectionTime,SamplingAgency,ProtocolCode,LocationCode,HydroModLoc,Hydromod,CollectionReplicate,CollectionMethodName,SampleType,PersonnelCode,SampleComments,BACollectionComments,CollectionDeviceName,LabSampleID,FinalID,Phylum,Class,Orders,Family,Genus,Species,LifeStageName,DistinctOrganism,Counts,BAResult,Unit,TaxonomicQualifier,ExcludedTaxa,Comments,SieveSize,SieveSizeUnit,CollectionDepth,UnitCollectionDepth,GrabSize,UnitGrabSize,ResQualCode,ComplianceCode,county,county_fips,regional_board,rb_number,huc8,huc8_number,huc10,huc10_number,huc12,huc12_number,waterbody_type,SampleID,geometry,Subregion,
1176,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2018,CCCWP_CSM_WY2018,BASMAA RMC Monitoring in WY2017,Marsh Creek approx 250 m upstream of Lone Tree Way,544R01993,NAD83,Point,5/16/2018,1899-12-31 12:15:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2016v3,X,DS,Bridge,1,Algae_SWAMP,Integrated,0,NA,NA,RubDelim & PVCDelim,7936.10-07,Amphora pediculus,Bacillariophyta,Bacillariophyceae,Thalassiophysales,Catenulaceae,Amphora,Amphora pediculus,Not Recorded,0,NA,6,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.71, 37.9308),Confluence
1177,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2018,CCCWP_CSM_WY2018,BASMAA RMC Monitoring in WY2017,Marsh Creek approx 250 m upstream of Lone Tree Way,544R01993,NAD83,Point,5/16/2018,1899-12-31 12:15:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2016v3,X,DS,Bridge,1,Algae_SWAMP,Integrated,0,NA,NA,RubDelim & PVCDelim,7936.10-07,Cocconeis pediculus,Bacillariophyta,Bacillariophyceae,Cocconeidales,Cocconeidaceae,Cocconeis,Cocconeis pediculus,Not Recorded,0,NA,5,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.71, 37.9308),Confluence
1178,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2018,CCCWP_CSM_WY2018,BASMAA RMC Monitoring in WY2017,Marsh Creek approx 250 m upstream of Lone Tree Way,544R01993,NAD83,Point,5/16/2018,1899-12-31 12:15:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2016v3,X,DS,Bridge,1,Algae_SWAMP,Integrated,0,NA,NA,RubDelim & PVCDelim,7936.10-07,Cocconeis placentula,Bacillariophyta,Bacillariophyceae,Cocconeidales,Cocconeidaceae,Cocconeis,Cocconeis placentula,Not Recorded,0,NA,85,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.71, 37.9308),Confluence
1179,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2018,CCCWP_CSM_WY2018,BASMAA RMC Monitoring in WY2017,Marsh Creek approx 250 m upstream of Lone Tree Way,544R01993,NAD83,Point,5/16/2018,1899-12-31 12:15:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2016v3,X,DS,Bridge,1,Algae_SWAMP,Integrated,0,NA,NA,RubDelim & PVCDelim,7936.10-07,Cyclotella meneghiniana,Bacillariophyta,Meridiophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,Cyclotella meneghiniana,Not Recorded,0,NA,6,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.71, 37.9308),Confluence
1180,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2018,CCCWP_CSM_WY2018,BASMAA RMC Monitoring in WY2017,Marsh Creek approx 250 m upstream of Lone Tree Way,544R01993,NAD83,Point,5/16/2018,1899-12-31 12:15:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2016v3,X,DS,Bridge,1,Algae_SWAMP,Integrated,0,NA,NA,RubDelim & PVCDelim,7936.10-07,Cymbella subturgidula,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,Cymbella subturgidula,Not Recorded,0,NA,1,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.71, 37.9308),Confluence
1181,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2018,CCCWP_CSM_WY2018,BASMAA RMC Monitoring in WY2017,Marsh Creek approx 250 m upstream of Lone Tree Way,544R01993,NAD83,Point,5/16/2018,1899-12-31 12:15:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2016v3,X,DS,Bridge,1,Algae_SWAMP,Integrated,0,NA,NA,RubDelim & PVCDelim,7936.10-07,Encyonopsis microcephala,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Encyonopsis,Encyonopsis microcephala,Not Recorded,0,NA,6,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.71, 37.9308),Confluence
1182,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2018,CCCWP_CSM_WY2018,BASMAA RMC Monitoring in WY2017,Marsh Creek approx 250 m upstream of Lone Tree Way,544R01993,NAD83,Point,5/16/2018,1899-12-31 12:15:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2016v3,X,DS,Bridge,1,Algae_SWAMP,Integrated,0,NA,NA,RubDelim & PVCDelim,7936.10-07,Gomphonella olivacea,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonella,Gomphonella olivacea,Not Recorded,0,NA,1,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.71, 37.9308),Confluence
1183,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2018,CCCWP_CSM_WY2018,BASMAA RMC Monitoring in WY2017,Marsh Creek approx 250 m upstream of Lone Tree Way,544R01993,NAD83,Point,5/16/2018,1899-12-31 12:15:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2016v3,X,DS,Bridge,1,Algae_SWAMP,Integrated,0,NA,NA,RubDelim & PVCDelim,7936.10-07,Gomphonema minutum,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema minutum,Not Recorded,0,NA,1,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.71, 37.9308),Confluence
1184,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2018,CCCWP_CSM_WY2018,BASMAA RMC Monitoring in WY2017,Marsh Creek approx 250 m upstream of Lone Tree Way,544R01993,NAD83,Point,5/16/2018,1899-12-31 12:15:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2016v3,X,DS,Bridge,1,Algae_SWAMP,Integrated,0,NA,NA,RubDelim & PVCDelim,7936.10-07,Gomphonema parvulum,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema parvulum,Not Recorded,0,NA,11,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.71, 37.9308),Confluence
1185,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2018,CCCWP_CSM_WY2018,BASMAA RMC Monitoring in WY2017,Marsh Creek approx 250 m upstream of Lone Tree Way,544R01993,NAD83,Point,5/16/2018,1899-12-31 12:15:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2016v3,X,DS,Bridge,1,Algae_SWAMP,Integrated,0,NA,NA,RubDelim & PVCDelim,7936.10-07,Gyrosigma acuminatum,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Gyrosigma,Gyrosigma acuminatum,Not Recorded,0,NA,1,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.71, 37.9308),Confluence
1186,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2018,CCCWP_CSM_WY2018,BASMAA RMC Monitoring in WY2017,Marsh Creek approx 250 m upstream of Lone Tree Way,544R01993,NAD83,Point,5/16/2018,1899-12-31 12:15:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2016v3,X,DS,Bridge,1,Algae_SWAMP,Integrated,0,NA,NA,RubDelim & PVCDelim,7936.10-07,Halamphora veneta,Bacillariophyta,Bacillariophyceae,Naviculales,Amphipleuraceae,Halamphora,Halamphora veneta,Not Recorded,0,NA,2,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.71, 37.9308),Confluence
1187,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2018,CCCWP_CSM_WY2018,BASMAA RMC Monitoring in WY2017,Marsh Creek approx 250 m upstream of Lone Tree Way,544R01993,NAD83,Point,5/16/2018,1899-12-31 12:15:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2016v3,X,DS,Bridge,1,Algae_SWAMP,Integrated,0,NA,NA,RubDelim & PVCDelim,7936.10-07,Hippodonta hungarica,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Hippodonta,Hippodonta hungarica,Not Recorded,0,NA,1,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.71, 37.9308),Confluence
1188,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2018,CCCWP_CSM_WY2018,BASMAA RMC Monitoring in WY2017,Marsh Creek approx 250 m upstream of Lone Tree Way,544R01993,NAD83,Point,5/16/2018,1899-12-31 12:15:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2016v3,X,DS,Bridge,1,Algae_SWAMP,Integrated,0,NA,NA,RubDelim & PVCDelim,7936.10-07,Karayevia ploenensis,Bacillariophyta,Bacillariophyceae,Cocconeidales,Achnanthidiaceae,Karayevia,Karayevia ploenensis,Not Recorded,0,NA,2,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.71, 37.9308),Confluence
1189,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2018,CCCWP_CSM_WY2018,BASMAA RMC Monitoring in WY2017,Marsh Creek approx 250 m upstream of Lone Tree Way,544R01993,NAD83,Point,5/16/2018,1899-12-31 12:15:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2016v3,X,DS,Bridge,1,Algae_SWAMP,Integrated,0,NA,NA,RubDelim & PVCDelim,7936.10-07,Melosira varians,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,Melosira varians,Not Recorded,0,NA,1,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.71, 37.9308),Confluence
1190,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2018,CCCWP_CSM_WY2018,BASMAA RMC Monitoring in WY2017,Marsh Creek approx 250 m upstream of Lone Tree Way,544R01993,NAD83,Point,5/16/2018,1899-12-31 12:15:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2016v3,X,DS,Bridge,1,Algae_SWAMP,Integrated,0,NA,NA,RubDelim & PVCDelim,7936.10-07,Navicula cincta,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula cincta,Not Recorded,0,NA,1,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.71, 37.9308),Confluence
1191,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2018,CCCWP_CSM_WY2018,BASMAA RMC Monitoring in WY2017,Marsh Creek approx 250 m upstream of Lone Tree Way,544R01993,NAD83,Point,5/16/2018,1899-12-31 12:15:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2016v3,X,DS,Bridge,1,Algae_SWAMP,Integrated,0,NA,NA,RubDelim & PVCDelim,7936.10-07,Navicula germainii,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula germainii,Not Recorded,0,NA,2,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.71, 37.9308),Confluence
1192,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2018,CCCWP_CSM_WY2018,BASMAA RMC Monitoring in WY2017,Marsh Creek approx 250 m upstream of Lone Tree Way,544R01993,NAD83,Point,5/16/2018,1899-12-31 12:15:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2016v3,X,DS,Bridge,1,Algae_SWAMP,Integrated,0,NA,NA,RubDelim & PVCDelim,7936.10-07,Navicula gregaria,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula gregaria,Not Recorded,0,NA,12,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.71, 37.9308),Confluence
1193,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2018,CCCWP_CSM_WY2018,BASMAA RMC Monitoring in WY2017,Marsh Creek approx 250 m upstream of Lone Tree Way,544R01993,NAD83,Point,5/16/2018,1899-12-31 12:15:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2016v3,X,DS,Bridge,1,Algae_SWAMP,Integrated,0,NA,NA,RubDelim & PVCDelim,7936.10-07,Navicula phylleptosoma,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula phylleptosoma,Not Recorded,0,NA,11,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.71, 37.9308),Confluence
1194,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2018,CCCWP_CSM_WY2018,BASMAA RMC Monitoring in WY2017,Marsh Creek approx 250 m upstream of Lone Tree Way,544R01993,NAD83,Point,5/16/2018,1899-12-31 12:15:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2016v3,X,DS,Bridge,1,Algae_SWAMP,Integrated,0,NA,NA,RubDelim & PVCDelim,7936.10-07,Navicula tripunctata,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula tripunctata,Not Recorded,0,NA,4,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.71, 37.9308),Confluence
1195,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2018,CCCWP_CSM_WY2018,BASMAA RMC Monitoring in WY2017,Marsh Creek approx 250 m upstream of Lone Tree Way,544R01993,NAD83,Point,5/16/2018,1899-12-31 12:15:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2016v3,X,DS,Bridge,1,Algae_SWAMP,Integrated,0,NA,NA,RubDelim & PVCDelim,7936.10-07,Navicula veneta,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula veneta,Not Recorded,0,NA,9,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.71, 37.9308),Confluence
1196,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2018,CCCWP_CSM_WY2018,BASMAA RMC Monitoring in WY2017,Marsh Creek approx 250 m upstream of Lone Tree Way,544R01993,NAD83,Point,5/16/2018,1899-12-31 12:15:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2016v3,X,DS,Bridge,1,Algae_SWAMP,Integrated,0,NA,NA,RubDelim & PVCDelim,7936.10-07,Nitzschia amphibia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia amphibia,Not Recorded,0,NA,3,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.71, 37.9308),Confluence
1197,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2018,CCCWP_CSM_WY2018,BASMAA RMC Monitoring in WY2017,Marsh Creek approx 250 m upstream of Lone Tree Way,544R01993,NAD83,Point,5/16/2018,1899-12-31 12:15:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2016v3,X,DS,Bridge,1,Algae_SWAMP,Integrated,0,NA,NA,RubDelim & PVCDelim,7936.10-07,Nitzschia dubia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia dubia,Not Recorded,0,NA,3,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.71, 37.9308),Confluence
1198,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2018,CCCWP_CSM_WY2018,BASMAA RMC Monitoring in WY2017,Marsh Creek approx 250 m upstream of Lone Tree Way,544R01993,NAD83,Point,5/16/2018,1899-12-31 12:15:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2016v3,X,DS,Bridge,1,Algae_SWAMP,Integrated,0,NA,NA,RubDelim & PVCDelim,7936.10-07,Nitzschia inconspicua,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia inconspicua,Not Recorded,0,NA,183,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.71, 37.9308),Confluence
1199,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2018,CCCWP_CSM_WY2018,BASMAA RMC Monitoring in WY2017,Marsh Creek approx 250 m upstream of Lone Tree Way,544R01993,NAD83,Point,5/16/2018,1899-12-31 12:15:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2016v3,X,DS,Bridge,1,Algae_SWAMP,Integrated,0,NA,NA,RubDelim & PVCDelim,7936.10-07,Nitzschia microcephala,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia microcephala,Not Recorded,0,NA,2,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.71, 37.9308),Confluence
1200,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2018,CCCWP_CSM_WY2018,BASMAA RMC Monitoring in WY2017,Marsh Creek approx 250 m upstream of Lone Tree Way,544R01993,NAD83,Point,5/16/2018,1899-12-31 12:15:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2016v3,X,DS,Bridge,1,Algae_SWAMP,Integrated,0,NA,NA,RubDelim & PVCDelim,7936.10-07,Nitzschia palea,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia palea,Not Recorded,0,NA,8,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.71, 37.9308),Confluence
1201,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2018,CCCWP_CSM_WY2018,BASMAA RMC Monitoring in WY2017,Marsh Creek approx 250 m upstream of Lone Tree Way,544R01993,NAD83,Point,5/16/2018,1899-12-31 12:15:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2016v3,X,DS,Bridge,1,Algae_SWAMP,Integrated,0,NA,NA,RubDelim & PVCDelim,7936.10-07,Nitzschia perminuta,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia perminuta,Not Recorded,0,NA,35,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.71, 37.9308),Confluence
1202,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2018,CCCWP_CSM_WY2018,BASMAA RMC Monitoring in WY2017,Marsh Creek approx 250 m upstream of Lone Tree Way,544R01993,NAD83,Point,5/16/2018,1899-12-31 12:15:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2016v3,X,DS,Bridge,1,Algae_SWAMP,Integrated,0,NA,NA,RubDelim & PVCDelim,7936.10-07,Planothidium frequentissimum,Bacillariophyta,Bacillariophyceae,Cocconeidales,Achnanthidiaceae,Planothidium,Planothidium frequentissimum,Not Recorded,0,NA,86,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.71, 37.9308),Confluence
1203,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2018,CCCWP_CSM_WY2018,BASMAA RMC Monitoring in WY2017,Marsh Creek approx 250 m upstream of Lone Tree Way,544R01993,NAD83,Point,5/16/2018,1899-12-31 12:15:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2016v3,X,DS,Bridge,1,Algae_SWAMP,Integrated,0,NA,NA,RubDelim & PVCDelim,7936.10-07,Planothidium lanceolatum,Bacillariophyta,Bacillariophyceae,Cocconeidales,Achnanthidiaceae,Planothidium,Planothidium lanceolatum,Not Recorded,0,NA,5,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.71, 37.9308),Confluence
1204,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2018,CCCWP_CSM_WY2018,BASMAA RMC Monitoring in WY2017,Marsh Creek approx 250 m upstream of Lone Tree Way,544R01993,NAD83,Point,5/16/2018,1899-12-31 12:15:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2016v3,X,DS,Bridge,1,Algae_SWAMP,Integrated,0,NA,NA,RubDelim & PVCDelim,7936.10-07,Pleurosigma delicatulum,Bacillariophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,Pleurosigma delicatulum,Not Recorded,0,NA,1,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.71, 37.9308),Confluence
1205,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2018,CCCWP_CSM_WY2018,BASMAA RMC Monitoring in WY2017,Marsh Creek approx 250 m upstream of Lone Tree Way,544R01993,NAD83,Point,5/16/2018,1899-12-31 12:15:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2016v3,X,DS,Bridge,1,Algae_SWAMP,Integrated,0,NA,NA,RubDelim & PVCDelim,7936.10-07,Reimeria uniseriata,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Reimeria,Reimeria uniseriata,Not Recorded,0,NA,2,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.71, 37.9308),Confluence
1206,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2018,CCCWP_CSM_WY2018,BASMAA RMC Monitoring in WY2017,Marsh Creek approx 250 m upstream of Lone Tree Way,544R01993,NAD83,Point,5/16/2018,1899-12-31 12:15:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2016v3,X,DS,Bridge,1,Algae_SWAMP,Integrated,0,NA,NA,RubDelim & PVCDelim,7936.10-07,Rhoicosphenia abbreviata,Bacillariophyta,Bacillariophyceae,Cymbellales,Rhoicospheniaceae,Rhoicosphenia,Rhoicosphenia abbreviata,Not Recorded,0,NA,10,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.71, 37.9308),Confluence
1207,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2018,CCCWP_CSM_WY2018,BASMAA RMC Monitoring in WY2017,Marsh Creek approx 250 m upstream of Lone Tree Way,544R01993,NAD83,Point,5/16/2018,1899-12-31 12:15:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2016v3,X,DS,Bridge,1,Algae_SWAMP,Integrated,0,NA,NA,RubDelim & PVCDelim,7936.10-07,Sellaphora nigri,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora nigri,Not Recorded,0,NA,2,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.71, 37.9308),Confluence
1208,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2018,CCCWP_CSM_WY2018,BASMAA RMC Monitoring in WY2017,Marsh Creek approx 250 m upstream of Lone Tree Way,544R01993,NAD83,Point,5/16/2018,1899-12-31 12:15:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2016v3,X,DS,Bridge,1,Algae_SWAMP,Integrated,0,NA,NA,RubDelim & PVCDelim,7936.10-07,Staurosira venter,Bacillariophyta,Bacillariophyceae,Fragilariales,Staurosiraceae,Staurosira,Staurosira venter,Not Recorded,0,NA,1,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.71, 37.9308),Confluence
1209,BASMAA Regional Monitoring Coalition,CCCWP Creek Status Monitoring in WY2018,CCCWP_CSM_WY2018,BASMAA RMC Monitoring in WY2017,Marsh Creek approx 250 m upstream of Lone Tree Way,544R01993,NAD83,Point,5/16/2018,1899-12-31 12:15:00,Contra Costa Clean Water Program,BASMAA_RMC_SOP2016v3,X,DS,Bridge,1,Algae_SWAMP,Integrated,0,NA,NA,RubDelim & PVCDelim,7936.10-07,Surirella iowensis,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella,Surirella iowensis,Not Recorded,0,NA,1,count,None,NA,NA,None,0,NA,m,138.6,cm2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.71, 37.9308),Confluence
